Origin,Sample_TopSchool,SC_Sample_Prob,SG_Sample_Prob,MI_Sample_Prob,OC_Sample_Prob,RY_Sample_Prob,YK_Sample_Prob,YG_Sample_Prob,SC_Family_Prob,SG_Family_Prob,MI_Family_Prob,OC_Family_Prob,RY_Family_Prob,YK_Family_Prob,YG_Family_Prob,SC_NonFam_Prob,SG_NonFam_Prob,MI_NonFam_Prob,OC_NonFam_Prob,RY_NonFam_Prob,YK_NonFam_Prob,YG_NonFam_Prob,Grav_Pred,SG_Norm_Grav,MI_Norm_Grav,OC_Norm_Grav,RY_Norm_Grav,SC_Norm_Grav,YG_Norm_Grav,YK_Norm_Grav,HZ_Pred,MI_Norm_HZ,OC_Norm_HZ,RY_Norm_HZ,SC_Norm_HZ,SG_Norm_HZ,YG_Norm_HZ,YK_Norm_HZ,Dist_Pred,MI_Norm_Dist,OC_Norm_Dist,RY_Norm_Dist,SC_Norm_Dist,SG_Norm_Dist,YG_Norm_Dist,YK_Norm_Dist,Zone,Resid_SG,Resid_MI,Resid_OC,Resid_RY,Resid_SC,Resid_YG,Resid_YK
2031,,,,,,,,,,,,,,,,,,,,,,,YK,0.632167622,0.949104328,0.637935994,0.545387806,0.207821806,0.630927047,2.504568895,YK,0,0,0.07723093,0,0.81491146,0.204046012,3.079977899,YK,0.452485254,0,0.895933053,1.037783685,0.33670295,0.075572597,2.762126954,,,,,,,,
2032,,,,,,,,,,,,,,,,,,,,,,,YK,0.629888976,1.002491633,0.635636554,0.543421954,0.207072519,0.628652886,2.495539792,SG,0,0,0.07723093,0,1.876765787,0.204046012,1.044020179,SG,0,0,0.371692889,0.137187729,1.751585263,0,0.987053298,,,,,,,,
2033,RY,0,0,0,0,5.148728666,0,0,0,0,0,0,4.342708333,0,0,,,,,,,,YK,0.622648745,0.876712509,0.628330244,0.537175615,0.205828301,0.621426846,2.555213414,SG,0,0,0.07723093,0,1.876765787,0.204046012,1.044020179,YK,0,0.193650655,1.28473121,0.411977562,0.640135765,0,2.154914882,2033,0.188474712,0.072289434,0.018624857,-0.883663935,0.026655679,0.015077589,0.562541665
2034,,,,,,,,,,,,,,,,,,,,,,,YK,0.632167622,0.949104328,0.637935994,0.545387806,0.207821806,0.630927047,2.504568895,SG,0,0,0.07723093,0,1.876765787,0.204046012,1.044020179,YK,0,0,0.796475782,0.568930048,0.560322219,0,2.731010841,,,,,,,,
2035,YK,0,0,0,0,0,4.734785394,0,,,,,,,,0,0,0,0,0,5.933701657,0,YK,0.609946434,0.915742568,0.615512023,0.526216994,0.207858891,0.608749467,2.580420507,SG,0,0,0.07723093,0,2.173097227,0.204046012,0.475845932,YK,0.522525528,0.040343886,0.573851471,1.448014953,0.352891426,0,2.866160711,2035,0.257253289,0.012850955,0.00397504,0.035666294,0.001293735,0.003313471,-0.314352783
2036,YK,2.734875116,0.493885733,0,0,1.029745733,1.893914158,0,2.097610063,0.673505654,0,0,0.868541667,1.638113949,0,,,,,,,,YK,0.595596606,0.752506628,0.601031279,0.513837493,0.214769251,0.626793256,2.666209979,SG,0,0,0.334667363,0,2.173097227,0.204046012,0.239106662,YK,0.040326219,0.023907488,1.375978026,0.912197039,0.631346142,0.043184341,1.922930931,2036,-0.007886532,0.074395132,0.019167388,-0.081417912,-0.173720718,0.014864673,0.15459797
2037,,,,,,,,,,,,,,,,,,,,,,,YK,0.596460669,0.730743537,0.601903223,0.514582468,0.21508063,0.627701986,2.670076254,SG,0,0,0.798052943,0,1.950848647,0.204046012,0.239106662,RY,0,0,2.337415085,0.621291209,0.452037291,0,1.503449797,,,,,,,,
2038,,,,,,,,,,,,,,,,,,,,,,,YK,0.596460629,0.73074349,0.601903191,0.514582432,0.215080616,0.627702531,2.670076325,SG,0,0,0.86057322,0,1.950848647,0.48474423,0.152302264,SG,0.052530206,0.308406599,0.61509148,0,1.396370119,0,1.430774271,,,,,,,,
2039,SG,0,2.469428667,0,0,0,0,0,0,3.367528271,0,0,0,0,0,,,,,,,,YK,0.578442075,0.708668369,0.583720201,0.499037344,0.219530887,0.640689833,2.725322539,SG,0,0,0.932655421,0,1.8520715,0.688790242,0.254100149,SG,0,0,0.225646934,0,1.999582447,0,0.693359104,2039,-0.809967828,0.070159256,0.018959735,0.117297407,0.026623774,0.015059532,0.561868124
2040,YK,0,0.987771467,0,0,0,2.840871236,0,0,1.122509424,0,0,0,2.730189915,0,0,0.917948718,0,0,0,2.966850829,0,YK,0.570367394,0.698775807,0.575571833,0.492071104,0.221525158,0.646510041,2.750080093,RY,0,0,3.352557894,0,0.691440027,0.688790242,0.254100149,RY,0,0,3.923625142,0.245324809,0.157981624,0,0.738756598,2040,-0.186365562,0.043685435,0.012363687,0.083645632,0.016668183,0.010484499,0.019518126
2041,SG,0,2.469428667,0,0,0,0,0,0,3.367528271,0,0,0,0,0,,,,,,,,YK,0.59646073,0.730743616,0.601903288,0.514582519,0.215080657,0.627702077,2.670076036,RY,0,0,3.352557894,0,0.691440027,0.688790242,0.254100149,RY,0,0,2.052867672,0.780825591,0.568159235,0,1.487233591,2041,-0.810571821,0.067213096,0.018640153,0.116270889,0.026839767,0.015181707,0.566426209
2042,YK,0,1.234714333,0,0,0,2.367392697,0,0,1.683764136,0,0,0,2.047642436,0,,,,,,,,YK,0.566878447,0.674284791,0.572051071,0.4890611,0.22285175,0.650381655,2.766548856,RY,0,0,3.352557894,0,0.691440027,0.688790242,0.254100149,YK,0.18296753,0.066940967,1.569107673,1.145172348,0.47614427,0.068375207,1.910438225,2042,-0.307562602,0.066355882,0.018898921,0.118782034,0.026948559,0.015050385,0.061526821
2043,YK,0,1.234714333,0,0,0,2.367392697,0,0,1.683764136,0,0,0,2.047642436,0,,,,,,,,YK,0.563477337,0.662636386,0.568618936,0.486126871,0.221514711,0.646479525,2.780641987,YK,0,0,2.073589176,0,0,8.176775075,1.974086099,YK,0.155288158,0,1.331488447,1.152749455,0.414837291,0,2.269153809,2043,-0.170702079,0.044405502,0.013224379,0.095149569,0.016113733,0.010401246,-0.008592351
2044,RY,0,0,0,0,5.148728666,0,0,0,0,0,0,4.342708333,0,0,,,,,,,,YK,0.563749407,0.69066725,0.568893468,0.486361143,0.229586312,0.643757007,2.768932266,YK,0,0,2.073589176,0,0,8.176775075,1.974086099,YK,0,0.092710375,1.078589452,0.904819359,0.431930322,5.050768575,2.060446233,2044,0.192407252,0.066502306,0.018895948,-0.881236574,0.026944338,0.015048028,0.561438703
2045,,,,,,,,,,,,,,,,,,,,,,,YK,0.563565108,0.6904421,0.568707499,0.486202593,0.233972299,0.643547112,2.768029622,YK,0,0,2.073589176,0,0,8.176775075,1.974086099,YK,0,0,1.943236442,0,0.024694287,9.921242526,1.864453271,,,,,,,,
2046,,,,,,,,,,,,,,,,,,,,,,,YK,0.533564908,0.596499732,0.527017224,0.460320197,0.271505671,0.639211587,2.871149881,YK,0,0,2.073589176,0,0,8.176775075,1.974086099,YK,0.057305679,0.260432392,0.927914695,0.545765878,0.428613457,0.129553024,2.801742087,,,,,,,,
2047,,,,,,,,,,,,,,,,,,,,,,,YK,0.532690629,0.621333681,0.526154155,0.459566361,0.271061048,0.638164786,2.866447974,YK,0,0,2.107439633,0,0.209080462,0,2.395895314,YK,0.087146265,0.026895924,1.87002551,0.034185939,0.505006975,0,2.004858578,,,,,,,,
2048,,,,,,,,,,,,,,,,,,,,,,,YK,0.529268715,0.704156061,0.522774241,0.456614605,0.281464513,0.635280391,2.848034403,YK,0,0,2.107439633,0,0.209080462,0,2.395895314,YK,0,0,2.07812489,0,0.222959917,0,2.396241312,,,,,,,,
2049,,,,,,,,,,,,,,,,,,,,,,,YK,0.535036347,0.522983756,0.528470604,0.461589647,0.294200567,0.659416495,2.879067801,YK,0,0,0.96518231,0,0.40456404,0,3.071505844,YK,0,0,0.808796178,0,0.358598102,0,3.303452254,,,,,,,,
2050,,,,,,,,,,,,,,,,,,,,,,,YK,0.536260339,0.489430145,0.499620207,0.45913914,0.30362068,0.680529952,2.887821558,YK,0,0,0,0,1.08425242,0,2.655882451,YK,0,0,0,0,1.001841098,0,2.81389468,,,,,,,,
2051,,,,,,,,,,,,,,,,,,,,,,,YK,0.535321186,0.523262171,0.528751946,0.461835813,0.289197468,0.65273349,2.880600537,SG,0,0,1.317502458,0,0.947486462,0,1.706533147,RY,0.015759062,0,1.884250809,0,0.678975292,0,1.695447736,,,,,,,,
2052,,,,,,,,,,,,,,,,,,,,,,,YK,0.535321198,0.523262187,0.528751979,0.461835818,0.289197209,0.65273349,2.880600593,YK,0,0,2.414815039,0,0.145755087,0,2.234649606,RY,0.015250705,0,2.499320229,0,0.158786919,0,2.127369625,,,,,,,,
2053,YK,0,0.352775524,0,0,0.735532667,3.381989567,0,0,0.561254712,0,0,0.723784722,2.730189915,0,0,0,0,0,0,5.933701657,0,YK,0.535972819,0.52389961,0.529396093,0.462397992,0.276343022,0.642096843,2.88410969,YK,0,0,0.628523779,0,0.295924309,0,3.589399526,YK,0,0,0.471261052,0,0.309955544,0,3.707115833,2053,0.057539111,0.046458993,0.015981565,-0.036980495,0.028289855,0.013873796,-0.125162825
2054,SG,0,0.987771467,1.575906183,0,0.514872867,1.893914158,0,0,1.347011309,1.244477612,0,0.434270833,1.638113949,0,,,,,,,,YK,0.536318711,0.524237232,0.529737241,0.462696402,0.267697371,0.642510648,2.885970957,YK,0,0,0,0,0.956609629,0,2.900619719,YK,0,0,0,0,0.934007942,0,2.943955303,2054,-0.154580909,-0.051756646,0.015884968,0.007948511,0.026271648,0.013421669,0.142810758
2055,YK,1.439407956,0,0,0,2.167885754,2.242793081,0,1.233888272,0,0,0,2.043627451,1.686293771,0,0,0,0,0,0,5.933701657,0,YK,0.542149015,0.5185536,0.535496476,0.46772636,0.274785073,0.638726366,2.868970374,RY,0,0,3.655597353,0,0.280828916,0,0.834637448,RY,0,0,3.465094392,0.136743756,0.310138682,0,0.90627926,2055,0.188680738,0.052245517,0.016737993,-0.311795626,-0.076786194,0.014273283,0.116644289
2056,YK,0,0,0,0,0,4.734785394,0,0,0,0,0,0,4.095284872,0,,,,,,,,YK,0.539550401,0.613137409,0.542490783,0.465484464,0.22740622,0.637422104,2.863112114,YK,0,0,0.46338558,5.200820845,0.054327431,0,2.403692718,YK,0,0,0.247322859,6.014120611,0.123941801,0.396756135,2.14587238,2056,0.192001018,0.054649561,0.018140489,0.117850176,0.02785121,0.015387907,-0.42588036
2057,YK,0,0.617357167,0,0,1.287182166,2.367392697,0,0,0.962150935,0,0,1.24077381,1.755122088,0,0,0,0,0,0,5.933701657,0,YK,0.537944114,0.525826502,0.531343186,0.464098679,0.227066357,0.644457882,2.8947171,YK,0,0,0.669334727,5.200820845,0.020578572,0,2.279010036,YK,0.484232991,0,1.062734317,1.251736068,0.422093319,0.514486663,2.315560308,2057,-0.016989229,0.045009495,0.01494347,-0.148570101,0.021718594,0.012685586,0.071202185
2058,YK,0,0.617357167,0,4.034388646,0.643591083,2.367392697,0,0,0.962150935,0,0,0.620386905,2.340162784,0,0,0,0,28.3876652,0,0,0,YK,0.544687274,0.570363565,0.53800309,0.469916186,0.224629255,0.637540904,2.863646255,RY,0,0,3.604110066,1.832366327,0,0,0.785974375,RY,0.253702536,0.148202229,1.889836497,1.224318649,0.415279748,0.15081804,1.663007721,2058,-0.108253689,0.049966364,-0.126186869,-0.034725101,0.024733498,0.014296221,0.180169576
2059,YK,0,0,0,0,0,4.734785394,0,0,0,0,0,0,4.095284872,0,,,,,,,,YK,0.532770049,0.599787687,0.530678738,0.459634875,0.222680369,0.643026613,2.888286642,RY,0,0,3.411890863,0.731579093,0.010700858,0,1.323372518,RY,0.037938482,0.023907488,4.360752149,0.285055481,0.067254516,0,0.482067313,2059,0.192337353,0.053641922,0.018172267,0.118056538,0.027251945,0.015414862,-0.424874887
2060,YK,1.953482225,0.705551048,0,0,0.735532667,2.02919374,0,1.498292902,0.962150935,0,0,0.620386905,1.755122088,0,,,,,,,,YK,0.546002087,0.533702471,0.539301776,0.471050508,0.225171471,0.639079864,2.870557967,RY,0,0,3.500767727,0.396719682,0.043273798,0,1.295132905,RY,0.236317261,0.042892847,3.04841175,1.287754229,0.209876622,0,1.005866615,2060,0.022824322,0.038556454,0.013476127,-0.045110267,-0.12501361,0.011317607,0.083949367
2061,SG,0,1.646285778,0,0,0,1.578261798,0,0,2.245018848,0,0,0,1.365094957,0,,,,,,,,YK,0.546001993,0.533702377,0.539301679,0.471050425,0.225171444,0.639079728,2.870558279,YK,0,0,0.378308968,1.040717656,0.203345692,0,3.636653382,YK,0,0,0.394267798,0,0.264771393,0,3.86455336,2061,-0.474806881,0.055798098,0.018320798,0.117763407,0.027184279,0.015376577,0.240363721
2062,,,,,,,,,,,,,,,,,,,,,,,YK,0.547905347,0.624907679,0.552904831,0.472692499,0.218874175,0.632035017,2.838916783,YK,0,0,0.925671576,2.8125359,0.59657459,0,1.765839238,YK,0,0,1.258013467,3.141505267,0.431774079,0,1.662292282,,,,,,,,
2063,,,,,,,,,,,,,,,,,,,,,,,YK,0.534367369,0.541263685,0.529226326,0.457518825,0.223905306,0.646563229,2.904173007,YK,0,0,0.925671576,2.8125359,0.59657459,0,1.765839238,YK,0,0,0.540883976,0,0.909762643,0,2.493043858,,,,,,,,
2064,,,,,,,,,,,,,,,,,,,,,,,YK,0.534357348,0.541460027,0.529418782,0.457509825,0.223900903,0.646550533,2.904116128,SG,0,0,0.29769013,0.962045599,1.804321195,0,0.668383623,SG,0.157590618,0.323403114,0.292710425,0,1.800478525,0,0.918649997,,,,,,,,
2065,,,,,,,,,,,,,,,,,,,,,,,YK,0.538068484,0.575195246,0.542978234,0.464205978,0.222035896,0.641164988,2.879925981,SG,0,0,0,0,1.979139284,0,0.940061578,SG,0.157590618,0.172133916,0.105285186,0,2.166308971,0,0.411769186,,,,,,,,
2066,,,,,,,,,,,,,,,,,,,,,,,YK,0.535688829,0.513516641,0.51030472,0.458649821,0.224458804,0.648162179,2.911352982,YK,0,0,0,0,0.896608392,0,3.015663731,YK,0,0,0,0,0.998458002,0,2.820381294,,,,,,,,
2067,,,,,,,,,,,,,,,,,,,,,,,YK,0.534367581,0.541263401,0.529226552,0.457518583,0.223905402,0.646563501,2.904172817,SG,0,0,0,0,1.858588048,0,1.171201776,SG,0,0.207995148,0.140263851,0,2.041534228,0,0.660927873,,,,,,,,
2068,,,,,,,,,,,,,,,,,,,,,,,YK,0.546061022,0.532052576,0.539360484,0.471101351,0.225195784,0.639148832,2.870869681,SG,0,0,0,0,1.4787762,0,1.899438074,YK,0,0,0.037757344,0,1.035513754,0,2.714610293,,,,,,,,
2069,,,,,,,,,,,,,,,,,,,,,,,YK,0.546440132,0.521486866,0.539734456,0.471428419,0.225351918,0.639592564,2.872861217,YK,0,0,0.051487287,0,1.215899639,0,2.356119398,YK,0,0,0.037757344,0,1.171743902,0,2.453407965,,,,,,,,
2070,,,,,,,,,,,,,,,,,,,,,,,YK,0.546001993,0.533702377,0.539301679,0.471050425,0.225171444,0.639079728,2.870558279,RY,0,0,3.037749913,0,0.470543753,0,1.039059928,RY,0.054447976,0.046961138,3.929607417,0.50384549,0.135340192,0,0.663905618,,,,,,,,
2071,RY,0,0,0,0,2.574364333,2.367392697,0,0,0,0,0,2.171354167,2.047642436,0,,,,,,,,YK,0.536628489,0.512535451,0.530043209,0.462963657,0.227645179,0.646100725,2.902095421,RY,0,0,3.037749913,0,0.470543753,0,1.039059928,YK,0.29799271,0.251303273,1.785867435,1.556655878,0.396360005,0.107633699,1.655898767,2071,0.19490835,0.041418676,0.018335045,-0.380365386,0.031040712,0.015779686,0.078882916
2072,RY,0,0.779819579,0,0,1.625914316,1.495195388,2.386503067,0,0.990449492,0,0,1.532720588,1.204495551,2.33557423,0,0.917948718,0,0,0,2.966850829,0,YK,0.542636806,0.504841893,0.535977795,0.468147191,0.275032046,0.639300461,2.871551694,RY,0,0,3.037749913,0,0.470543753,0,1.039059928,RY,0,0,2.42768686,0.512789084,0.401946251,0,1.554047331,2072,-0.096552077,0.042316313,0.015679453,-0.210429131,0.02714637,-0.039018056,0.260857128
2073,YK,0,0.617357167,0.984941365,2.017194323,0.321795542,2.663316784,0,0,0.898007539,0.829651741,2.406349206,0.289513889,2.184151932,0,0,0,0,0,0,5.933701657,0,YK,0.535826643,0.523234766,0.52925121,0.462271879,0.285170529,0.653787229,2.880449677,RY,0,0,3.037749913,0,0.470543753,0,1.039059928,YK,0.024076344,0.105771545,0.561963902,0.066091729,0.4426641,1.64910203,3.151420543,2073,-0.018315574,-0.024849578,-0.046544553,0.045301863,0.027776851,0.013784527,0.002846464
2074,,,,,,,,,,,,,,,,,,,,,,,YK,0.536153193,0.495028835,0.51707039,0.459047828,0.296966114,0.670268342,2.887244572,RY,0,0,3.083050072,0,0.413553213,0,1.106673194,YK,0.157590618,0.139507313,1.086097279,0.389153372,0.33187087,0.488745132,2.846097253,,,,,,,,
2075,,,,,,,,,,,,,,,,,,,,,,,YK,0.539851054,0.38718573,0.502965587,0.462213889,0.305653677,0.685086663,2.907157962,YK,0,0,0.706420723,0,0.343157844,0,3.427201554,YK,0.168987797,0.243600229,1.469647204,0.846834545,0.622781536,0.186412406,1.790004663,,,,,,,,
2076,,,,,,,,,,,,,,,,,,,,,,,YK,0.542241234,0.281207867,0.505192924,0.464260333,0.329340936,0.72316582,2.920029344,YK,0,0,0.706420723,0,0.343157844,0,3.427201554,YK,0.140136591,0.70100781,1.341167122,1.376497186,0.474975823,0.720687767,1.89393227,,,,,,,,
2077,,,,,,,,,,,,,,,,,,,,,,,YK,0.53985033,0.39928746,0.502964909,0.462213271,0.298556375,0.673857648,2.90715407,YK,0,0,0.706420723,0,0.343157844,0,3.427201554,YK,0.157590618,0.296745024,1.017736747,0.260486514,0.340807987,0.177817876,2.94577752,,,,,,,,
2078,YK,0.911625039,0.164628578,0,3.227510917,1.201370022,2.525218877,0,0.776892616,0.249446539,0,4.010582011,0.965046296,2.123481045,0,0,0,0,0,2.258675079,3.955801105,0,YK,0.540691981,0.387202324,0.503749065,0.462933882,0.291040542,0.66724497,2.911686448,YK,0,0,0.706420723,0,0.343157844,0,3.427201554,YK,0.006566276,0.352458748,0.653813773,0.131083417,0.617901299,0.940741237,2.751497563,2078,0.133488549,0.036854653,-0.081260196,-0.111177695,-0.029224265,0.017887847,0.033431107
2079,YK,0,0,0,0,0,4.734785394,0,0,0,0,0,0,4.095284872,0,,,,,,,,YK,0.539659824,0.387742198,0.502787428,0.462049732,0.290454034,0.665971224,2.914793485,YK,0,0,0.706420723,0,0.343157844,0,3.427201554,YK,0,0,0.603567705,0,0.377920579,0,3.455132778,2079,0.193866462,0.041900079,0.018237047,0.118995185,0.034797329,0.016415105,-0.424211207
2080,YK,1.519375064,0.274380963,0,0,1.716242889,2.104349064,0,1.311006289,0.420941034,0,0,1.628515625,1.535731827,0,0,0,0,0,0,5.933701657,0,YK,0.537369335,0.413178348,0.503625322,0.46008907,0.274230495,0.65019552,2.92048778,YK,1.738756819,0,0.494973164,0,0.957361335,0,1.921592954,YK,1.592337835,0,0.538213905,0,0.96993538,0,1.90171102,2080,0.138282969,0.033096271,0.016545015,-0.221113553,-0.080144807,0.015043829,0.098290277
2081,SG,0,1.234714333,0,0,1.287182166,1.183696348,0,0,2.245018848,0,0,1.447569444,0,0,0,0,0,0,0,5.933701657,0,YK,0.536937024,0.42552488,0.503220173,0.459718933,0.274009873,0.649672437,2.918138005,YK,0,0,2.1927324,1.345339842,0,0,2.252515346,YK,0,0,2.151605415,1.287813466,0,0,2.310254484,2081,-0.329198706,0.034268401,0.01588267,-0.146616358,0.028556454,0.014775443,0.382332095
2082,,,,,,,,,,,,,,,,,,,,,,,YK,0.53934548,0.405059642,0.505477397,0.461781025,0.233315341,0.652586577,2.931227717,YK,0,0,0.285810569,0.227347409,0,0,4.393233603,YK,0,0,0.342475897,0.101265361,0.0300073,0,4.327245403,,,,,,,,
2083,RY,0,0.823142889,0,0,3.432485777,0,0,0,1.122509424,0,0,2.895138889,0,0,,,,,,,,YK,0.539118355,0.411531479,0.50526451,0.461586135,0.233216872,0.652311749,2.929991981,YK,0,0,1.374483236,0,0.61727514,0,2.287267662,YK,0,0,1.432622464,0,0.691658147,0,2.091183612,2083,-0.048090346,0.032466377,0.014616413,-0.563312468,0.023344466,0.012618581,0.528356977
2084,,,,,,,,,,,,,,,,,,,,,,,YK,0.539291059,0.406616984,0.50542637,0.461734002,0.233291589,0.652520103,2.930930051,YK,0,3.911554969,0.520814993,0,0.609343344,0,2.513683126,YK,0,3.441515777,0.705953338,0,0.603788706,0,2.423034769,,,,,,,,
2085,RY,0,0,0,0,5.148728666,0,0,0,0,0,0,4.342708333,0,0,,,,,,,,YK,0.540013251,0.394507847,0.506103211,0.462352333,0.226270782,0.653394553,2.934855273,YK,0,0.161375546,0,0,0,0,4.711111467,YK,0,0,0,0,0,0,4.734785394,2085,0.210619395,0.03924256,0.019812984,-0.870721869,0.035084238,0.017494113,0.54846858
2086,,,,,,,,,,,,,,,,,,,,,,,YK,0.540153744,0.390512531,0.506234894,0.462472623,0.22632965,0.653563912,2.935618279,YK,0,0,0.794171394,1.979579503,0.692967898,0,1.990359592,YK,0,0,0.741461506,2.039874484,0.729086342,0,1.948702389,,,,,,,,
2087,,,,,,,,,,,,,,,,,,,,,,,YK,0.539100908,0.416883445,0.512587539,0.461571199,0.225888501,0.65229003,2.929896622,SG,0,0,0.05963944,0.219929541,1.514965089,0,1.699055192,SG,0,0,0.027485694,0.107150214,1.40022485,0.045457201,1.98292575,,,,,,,,
2088,YK,0,0,0,0,0,4.734785394,0,,,,,,,,0,0,0,0,0,5.933701657,0,YK,0.536236055,0.314770697,0.499597582,0.459118345,0.22629865,0.648824286,2.970450367,SG,0,0,0.05963944,0.219929541,1.514965089,0,1.699055192,YK,0.015263985,0.204572896,0.235541223,0.822361775,0.252589843,1.001616185,3.60994439,2088,0.119320495,0.011243783,0.010294033,0.065910611,0.009672476,0.011002162,-0.22744356
2089,,,,,,,,,,,,,,,,,,,,,,,YK,0.540153744,0.390512531,0.506234894,0.462472623,0.22632965,0.653563912,2.935618279,SG,0,0,0.05963944,0.219929541,1.514965089,0,1.699055192,YK,0.472771855,0,0.695695029,1.924401979,0.721129294,0,1.903984971,,,,,,,,
2090,,,,,,,,,,,,,,,,,,,,,,,YK,0.546946997,0.276279835,0.509576691,0.468288915,0.23757186,0.670929497,2.945369314,SG,0,0,0.05963944,0.219929541,1.514965089,0,1.699055192,YK,0.052560814,0.359533649,0.301601372,0.593536453,0.35646055,0.808811129,3.415463107,,,,,,,,
2091,,,,,,,,,,,,,,,,,,,,,,,YK,0.539763668,0.390230522,0.505869314,0.462138645,0.236040453,0.653091931,2.933498577,SG,0,0,0.05963944,0.219929541,1.514965089,0,1.699055192,YK,0,0,0.143551459,0.028651073,0.499956789,0,3.634257083,,,,,,,,
2092,YK,0,0,0,0,0,4.734785394,0,0,0,0,0,0,4.095284872,0,,,,,,,,YK,0.546947029,0.276279851,0.509576723,0.468288946,0.237571874,0.670929497,2.945369209,SG,0,0,0.163043074,0.045581252,1.497679089,0,1.69747693,YK,0.023893948,0.083721036,0.461144241,0.550312519,0.833256325,0.791526669,2.420403663,2092,0.198570482,0.041098108,0.018679542,0.121882428,0.029147962,0.016219177,-0.4255977
2093,YK,0,1.234714333,0,0,0,2.367392697,0,0,1.683764136,0,0,0,2.047642436,0,,,,,,,,YK,0.542974365,0.379790554,0.505875478,0.464887603,0.243612064,0.666056334,2.923974902,YK,0,0,2.288715499,0,0.090660219,0.414287906,2.412987788,YK,0.157590618,0.236684134,0.353371267,0.015193751,0.319094658,0.036274847,3.706886321,2093,-0.280114095,0.038313953,0.020684686,0.134965821,0.032699422,0.017960214,0.035489999
2094,SG,0,2.469428667,0,0,0,0,0,0,3.367528271,0,0,0,0,0,,,,,,,,YK,0.542923233,0.381232492,0.50582784,0.464843823,0.243589118,0.665993624,2.923701449,YK,0,0,2.288715499,0,0.090660219,0.414287906,2.412987788,YK,0.028389486,0.192754124,1.417325966,0,0.633390689,0.071595092,2.172687302,2094,-0.775822102,0.037729262,0.021088434,0.137600243,0.033775204,0.018310783,0.527318175
2095,SG,0,2.469428667,0,0,0,0,0,0,3.367528271,0,0,0,0,0,,,,,,,,YK,0.546634248,0.27612185,0.509285311,0.468021145,0.245254343,0.670545845,2.943685401,YK,0,0,2.288715499,0,0.090660219,0.414287906,2.412987788,YK,0,0,0.940439809,1.212357708,0.688915366,0,2.129273302,2095,-0.772082824,0.036647802,0.021440188,0.142663908,0.038555758,0.020572018,0.51220315
2096,RY,0,0,0,0,5.148728666,0,0,0,0,0,0,4.342708333,0,0,,,,,,,,YK,0.542727118,0.386789972,0.505645131,0.464675913,0.243501124,0.665753031,2.922644536,YK,0,0,2.288715499,0,0.090660219,0.414287906,2.412987788,YK,0.060298934,0.042892847,1.789540947,0.265980563,0.141503545,0,2.701299619,2096,0.225496495,0.036967721,0.021212489,-0.858851213,0.038146287,0.020353525,0.516674696
2097,RY,0,0.823142889,0,0,3.432485777,0,0,0,1.122509424,0,0,2.895138889,0,0,,,,,,,,YK,0.545709786,0.275654626,0.508424018,0.467229631,0.267969723,0.669411803,2.938705705,YK,0,0,2.288715499,0,0.090660219,0.414287906,2.412987788,RY,0.157590618,0,2.499666904,0,0.110820511,0,2.17625392,2097,-0.014581233,0.02915356,0.016563557,-0.547738268,0.028051755,0.016183565,0.472367064
2098,YK,0.854648474,0.463017875,0,0,0.643591083,2.663316784,2.833972393,0.699203354,0.673505654,0,0,0.579027778,2.184151932,2.646984127,0,0,0,0,0,5.933701657,0,YK,0.54182818,0.354940625,0.504807624,0.46390625,0.291621347,0.668647084,2.917803923,RY,0,0,1.68031394,0,0.779578605,2.351001593,1.449338446,SG,0,0,1.643739766,0,0.789763744,2.295112894,1.469279487,2098,0.062273749,0.032391298,0.02079482,0.015119713,-0.025188907,-0.0417381,-0.063652573
2099,YK,0,0.308678583,0,4.034388646,0.643591083,2.367392697,5.667944785,0,0.420941034,0,4.511904762,0.542838542,2.047642436,4.963095238,,,,,,,,YK,0.543905463,0.29588187,0.506742968,0.465684796,0.292739378,0.671210582,2.928990858,YK,1.073044376,1.849532113,0.351173605,0,0.66494214,0,2.543188853,YK,1.181004552,2.08908138,0.292859138,0,0.691289853,0,2.47871839,2099,0.112397387,0.035282162,-0.102668008,0.02359801,0.041259254,-0.102985505,-0.006883301
2100,SG,0,1.016823569,0,0,1.514331961,1.114067152,2.667268134,0,1.571513193,0,0,1.158055556,0.819056974,2.646984127,0,0,0,0,3.388012618,2.966850829,0,YK,0.541015345,0.378019377,0.504050321,0.463210312,0.291214603,0.667643993,2.913425104,YK,1.073044376,1.849532113,0.351173605,0,0.66494214,0,2.543188853,YK,0,0.424820699,0.958797948,0.566164369,0.603131668,0.303772204,2.40657387,2100,-0.197845711,0.033887068,0.019998789,-0.1610443,0.036443272,-0.038640426,0.307201307
2101,YK,0.683718779,0.7408286,0,0,0.514872867,2.604131967,0,0.552002648,1.06342998,0,0,0.457127193,2.155413091,0,0,0,0,0,0,5.933701657,0,YK,0.543120718,0.303877577,0.50601184,0.465013335,0.301584046,0.680691285,2.924765464,YK,1.073044376,1.849532113,0.351173605,0,0.66494214,0,2.543188853,YK,0.010506041,0.208515631,0.729317154,0.160781216,0.382268231,0.026672681,3.238955224,2101,-0.073480914,0.034802322,0.021251584,0.041409141,-0.010183928,0.021324461,-0.035122665
