HomeZone,SchoolZone,SchoolCode,Age,Sex,License,Occupation,EmploymentStatus,StudentStatus,Vehicles,IncomeClass,Adults,Children,ExpansionFactor,ModeTakenToSchool,TripToSchoolTime,Distance
621,476,9291,23,F,N,O,O,S,1,2,4,1,31.21,9,-1,12038.9
211,70,2450,26,M,Y,O,O,S,1,2,3,0,30.16,B,1715,5506.881
3629,70,2450,20,F,N,S,P,S,2,4,4,1,32.95,9,-1,23795.99
441,446,1342,17,F,N,O,O,S,2,6,2,4,16.01,B,810,4774.398
46,70,2450,20,F,9,O,O,S,99,1,1,0,36.75,9,-1,1297.981
186,186,9998,69,F,N,O,O,P,0,4,1,0,15.12,9,-1,0
443,443,9998,28,M,Y,M,P,S,0,2,3,1,69.08,9,-1,0
227,70,2450,25,F,Y,O,O,S,5,6,4,0,15.7,D,830,9370.297
5045,70,2450,21,F,Y,O,O,S,2,6,2,0,45.52,9,-1,73828.56
257,70,2450,25,M,N,O,O,S,2,7,3,0,14.95,B,900,8018.128
119,71,9028,32,F,Y,O,O,S,0,4,2,0,23.51,B,1715,5748.174
454,71,9028,45,F,Y,P,F,P,1,4,1,0,19.79,9,-1,10738.26
470,476,9291,35,F,Y,O,O,S,1,2,4,2,24.89,P,900,1753.484
476,476,9291,21,M,N,O,O,S,0,1,1,0,43,W,1200,0
5186,5073,9481,25,F,Y,O,O,S,1,5,1,0,48.41,D,900,11105.12
450,476,9291,35,M,Y,G,F,P,1,4,2,0,10.83,9,-1,5736.676
2854,476,9291,22,M,Y,O,O,S,2,3,2,0,25.33,D,650,51758.2
3811,3811,9998,58,M,Y,S,F,P,2,4,2,0,10.27,9,-1,0
403,402,1296,22,M,N,O,O,P,0,1,4,1,85.17,B,730,1249.942
3482,71,9028,22,F,Y,O,O,S,1,4,2,0,19.45,J,700,37030.71
4016,4012,844,35,F,Y,O,O,S,1,4,2,2,16.05,D,845,1774.558
46,71,9028,31,F,Y,P,P,S,1,4,1,0,28.07,9,-1,1399.681
520,476,9291,19,F,N,O,O,S,1,5,3,1,17.5,B,1050,14185.57
2426,476,9291,25,M,Y,P,F,P,2,4,3,0,19.02,D,1830,9140.555
1254,476,9291,38,F,Y,G,F,P,1,3,1,2,25.99,D,1700,54941.32
467,476,9291,28,F,Y,G,F,P,1,2,1,2,36.54,9,-1,2890.688
4157,3499,E0083,48,F,Y,S,P,P,2,6,2,2,25.47,D,720,12830.26
3685,3685,9998,40,F,Y,P,F,P,3,4,3,3,34.77,9,-1,0
426,476,9291,24,M,N,O,O,S,0,7,2,0,39.52,B,850,12439.9
448,476,9291,19,F,Y,O,O,S,2,5,3,1,16.48,B,1310,5463.972
369,376,E0613,37,F,Y,M,F,P,1,3,2,0,30.76,9,-1,3565.773
89,71,S455,29,F,N,G,P,S,0,4,2,0,18.02,B,825,5547.676
443,476,9291,31,F,Y,O,O,S,0,6,2,0,17.31,B,900,6061.081
466,476,9291,52,M,Y,P,F,P,2,5,2,2,21.6,9,-1,3103.683
499,476,9291,45,F,N,S,F,P,1,4,3,2,32.46,9,-1,10173.96
2135,476,9291,42,F,Y,P,P,P,3,5,2,1,19.32,9,-1,15205.67
3373,3672,996,30,F,Y,O,O,P,2,3,5,2,33.78,P,1300,21607.07
331,476,9291,24,M,Y,S,P,P,1,7,3,0,76.54,9,-1,28435.75
443,476,9291,20,F,Y,O,O,S,1,6,4,2,19.47,B,900,6061.081
389,476,9291,18,F,N,O,O,S,2,4,4,0,47.08,9,-1,14875.2
402,402,S586,45,F,N,O,O,P,2,3,2,2,18.87,9,-1,0
2211,476,9291,40,F,Y,O,O,S,0,2,1,1,25.04,B,820,13428.71
4055,4051,6102,18,M,Y,O,O,S,2,5,4,0,42.41,P,800,3388.312
400,476,9291,21,M,Y,O,O,S,1,2,3,1,11.96,B,940,14570.43
494,476,9291,29,M,Y,P,F,P,1,2,2,0,13.83,B,1800,12580.51
130,476,9291,43,F,Y,G,F,P,1,3,2,3,16.65,C,1800,21731.28
79,476,9291,25,F,N,O,O,S,1,3,2,0,18.77,U,750,22026.39
5203,71,9116,68,M,Y,O,O,P,0,3,1,0,15.42,B,615,65289.57
3373,476,9291,32,F,Y,P,F,P,2,2,2,0,60.51,D,1800,35964.6
390,476,9291,25,F,Y,O,O,S,1,1,2,1,21.77,D,900,14366.31
154,391,9092,17,F,N,O,O,S,1,4,2,1,9.51,9,-1,7010.923
2107,391,9092,18,M,Y,O,O,S,2,4,3,1,19.84,D,900,8103.584
248,391,9092,36,F,Y,G,P,P,2,6,4,0,10.59,9,-1,23005.23
364,391,C405,23,M,Y,O,O,P,2,2,3,2,32.41,9,-1,10940.1
3678,391,9092,22,F,Y,S,P,S,3,3,3,1,32.7,B,1100,30547.02
4176,391,9092,18,M,Y,O,O,S,2,6,3,1,13.74,9,-1,49578.7
3468,391,9092,21,F,Y,S,P,S,3,6,4,1,41.09,B,930,21744.71
2215,391,9092,22,F,Y,S,P,S,3,6,4,1,55.34,B,730,16239.73
129,391,9092,21,F,Y,G,P,S,2,3,3,0,56.3,B,730,13013.31
3602,391,9092,23,F,Y,S,P,S,2,3,5,0,79.73,9,-1,35029.63
590,452,2704,18,F,N,O,O,S,1,6,3,0,19.66,B,730,10657.24
441,391,9092,22,F,Y,O,O,P,2,3,3,0,37.1,P,700,8679.727
2108,391,E0471,17,F,Y,O,O,S,2,4,3,1,8.06,D,800,9534.495
425,391,9092,22,F,Y,O,O,S,1,3,6,0,21.02,9,-1,6580.788
583,2374,503,26,F,Y,S,P,S,1,1,2,0,67.26,D,700,12202.79
331,352,1156,18,F,N,O,O,S,1,2,3,2,24.85,B,800,5078.823
2215,2374,503,22,F,Y,S,P,P,1,7,3,1,33.11,P,1820,12039.98
267,455,1231,17,M,N,O,O,S,1,4,2,3,39.12,9,-1,15151.45
1140,2374,503,33,F,Y,P,P,P,2,5,2,2,113.28,9,-1,39627.81
2418,2374,503,44,F,Y,P,F,P,1,4,2,0,12.45,9,-1,8272.236
2449,2374,503,30,M,Y,G,F,P,2,4,6,0,72.75,9,-1,12121.52
541,40,C112,52,M,Y,O,O,S,0,2,1,0,56.39,B,755,10998.29
532,259,1122,17,F,N,O,O,S,0,1,1,1,85.42,9,-1,8077.689
2427,2374,503,21,M,Y,O,O,P,2,7,4,0,9.22,D,1000,9648.108
134,114,2033,17,F,N,S,P,S,2,4,3,2,15.28,B,750,8476.983
538,114,2412,21,M,N,P,P,S,0,3,3,0,42.23,9,-1,15417.91
247,231,9022,37,M,Y,P,F,P,1,5,2,0,19.72,9,-1,7666.931
537,25,9244,40,M,Y,P,P,S,1,2,2,2,45.05,B,825,10567.17
3688,5198,9011,19,F,Y,O,O,S,2,6,4,0,8.33,B,730,45757.91
487,25,9244,23,M,Y,S,P,S,1,3,2,0,38.33,B,715,18660.01
173,25,9244,39,M,Y,P,F,P,0,4,3,0,38.94,9,-1,6934.42
5233,5119,9270,18,M,Y,O,O,S,3,6,4,0,68.69,9,-1,22603.79
1072,38,9031,24,F,N,O,O,S,1,3,3,0,42.16,9,-1,38016.06
79,25,9244,22,F,Y,S,P,S,1,3,3,1,71.67,B,815,3686.243
3380,25,9244,22,M,9,O,O,S,1,3,3,4,19.65,P,620,38604.67
184,38,9031,20,F,Y,O,O,P,3,6,4,1,58.51,D,1630,7774.308
5143,5198,E0436,28,F,Y,O,O,S,1,4,2,0,61.24,9,-1,7342.655
365,2667,9290,21,F,Y,O,O,S,1,5,3,1,21.97,D,740,32428.77
183,25,9244,45,M,N,O,O,P,0,1,1,0,11.09,9,-1,9926.13
3810,38,9031,21,M,Y,G,P,S,1,6,4,1,26.01,9,-1,36237.49
67,38,9031,23,M,Y,S,P,P,2,4,3,0,3.88,9,-1,1613.478
596,38,9031,21,F,N,S,P,S,1,2,4,2,28.51,B,630,20937.72
5053,5198,9011,20,F,Y,S,P,S,4,5,4,1,69.42,B,900,16932.36
5166,5198,9011,22,M,Y,O,O,S,0,1,5,0,35.16,9,-1,2120.519
208,38,9031,20,M,Y,P,J,S,2,6,3,0,19.77,9,-1,4524.576
594,597,1627,19,M,N,O,O,P,1,2,2,1,32.39,B,700,2683.045
258,67,9021,24,F,Y,S,P,S,1,5,3,2,23.88,C,900,8126.393
2121,157,C090,26,M,N,P,P,S,1,5,4,0,48.94,9,-1,10089.06
3650,4069,E0328,21,F,Y,O,O,S,2,5,3,2,43.87,B,900,21442.75
399,67,9021,20,F,N,O,O,S,1,3,5,2,15.98,9,-1,17660.58
531,73,2071,19,M,N,O,O,P,2,4,3,5,12.04,B,730,15232.17
5139,5140,9271,20,M,Y,O,O,S,2,2,2,1,63.71,D,850,1399.213
182,157,9524,57,M,Y,O,O,S,1,2,2,0,18.83,W,800,2597.446
67,67,9021,18,F,Y,O,O,S,0,7,1,0,51,W,920,0
5203,4069,E0328,19,M,Y,O,O,S,0,1,1,0,9.26,P,1200,17568.79
3364,3340,A024,19,M,Y,O,O,S,2,4,4,1,96.14,B,745,6524.388
1117,67,9021,26,M,Y,O,O,S,2,4,3,0,14.16,D,700,48299.11
5148,5151,7329,17,F,N,S,P,S,1,7,1,3,36.15,W,800,888.345
4125,4124,530,24,F,N,O,O,P,1,2,4,0,39.74,B,900,2427.136
4120,67,9021,28,F,Y,S,P,S,3,4,4,0,30.12,P,1020,46116.3
197,67,9021,22,F,N,O,O,P,1,6,2,0,90.03,U,1410,8591.505
424,391,9092,19,F,Y,S,P,S,1,7,2,0,26.16,P,800,7582.413
3628,391,9092,19,M,Y,S,P,S,2,5,3,1,7.8,B,900,16343.28
3419,391,9092,21,M,Y,G,P,S,2,2,3,2,59.19,B,700,23405.9
3516,391,9092,21,F,Y,O,O,S,3,3,3,0,29.39,D,730,18202.57
384,391,9092,20,M,Y,O,O,S,2,4,3,2,17.29,P,945,7910.512
450,391,9092,25,M,Y,P,F,P,1,4,1,0,32.02,D,1820,8099.936
2427,391,9092,21,M,Y,G,P,S,2,4,3,1,57.25,B,1200,20693.52
179,391,9092,41,F,Y,O,O,P,1,2,1,2,7.55,9,-1,9040.963
597,391,9092,20,M,N,O,O,S,0,1,3,0,25.48,B,1145,19492.97
398,391,9092,26,F,9,P,P,S,0,1,2,0,11.33,W,1540,1773.034
2433,391,9092,19,F,Y,G,P,S,4,6,4,0,17.93,B,900,24867.9
384,391,9092,24,F,Y,P,P,P,2,7,4,0,11.51,9,-1,7910.512
243,391,9092,46,F,Y,P,J,S,1,2,1,0,11.05,9,-1,19274.34
365,391,9092,23,F,Y,G,P,S,3,6,4,1,27.41,D,1000,10524.29
2042,391,9092,26,M,Y,S,P,S,3,7,4,0,20.9,9,-1,9029.2
2110,391,9092,21,F,Y,S,P,S,3,5,3,1,28.74,D,800,8369.716
398,391,9092,24,F,Y,9,P,S,0,2,1,0,16.93,9,-1,1773.034
2435,2435,9998,48,F,Y,O,O,P,3,4,4,0,25.07,9,-1,0
2027,391,9092,19,M,Y,S,P,S,2,7,4,0,22.24,B,1330,11115.66
398,391,9092,20,F,9,O,O,S,0,2,8,0,22.91,W,730,1773.034
118,391,9092,31,M,Y,S,P,S,0,3,2,0,8.01,B,830,13272.04
169,391,9092,40,F,Y,9,F,P,1,6,1,0,17.31,9,-1,14084.01
3380,391,9092,22,F,Y,O,O,S,2,6,4,0,19.05,B,1420,25931.12
3436,391,9092,20,M,Y,O,O,S,3,4,5,2,36.44,9,-1,32246.45
563,391,9092,20,F,N,O,O,S,1,4,4,1,31.25,B,900,26444.83
2132,391,S118,19,M,Y,G,P,S,2,3,3,0,9.92,9,-1,9243.935
3619,391,9092,21,F,Y,O,O,S,2,4,5,0,31.48,9,-1,27608.45
478,391,9092,24,M,Y,O,O,S,1,4,3,0,25.55,B,730,12198.97
5073,391,9092,23,F,Y,S,F,P,4,4,4,1,75.22,9,-1,82202.62
101,391,9092,49,F,Y,P,J,P,1,3,3,2,7.11,9,-1,15906.13
3628,391,9092,24,F,Y,G,P,S,1,3,5,0,56.88,B,920,16343.28
413,391,9092,58,F,Y,M,F,P,1,3,2,0,12.26,9,-1,4141.441
3620,391,9092,29,M,Y,P,F,P,3,4,4,0,30.53,D,1800,26192.71
94,391,9092,22,M,N,O,O,S,1,6,4,0,6.35,B,1300,15656.19
524,391,9092,20,F,Y,O,O,S,1,2,3,2,5.75,9,-1,24309.63
3484,391,9092,22,M,Y,O,O,S,4,7,4,0,25.81,B,900,27817.63
600,476,9291,20,F,Y,G,P,S,3,4,6,0,20.59,9,-1,7652.438
501,476,9291,34,F,Y,G,F,P,2,3,2,2,26.4,9,-1,9032.634
3367,3672,S346,28,M,Y,9,P,S,1,2,4,0,8.16,B,700,12946.64
587,476,9291,27,F,Y,S,P,P,2,2,4,0,8.26,9,-1,2924.66
570,476,9291,29,M,Y,O,O,S,2,7,3,0,15.56,D,800,19988.58
73,476,9291,26,F,N,O,O,S,0,7,2,0,6.52,9,-1,19017.1
2569,2569,9998,24,F,Y,G,F,P,2,4,2,0,10.95,9,-1,0
385,402,1296,17,M,N,O,O,S,1,7,2,2,16.15,W,820,3245.086
4058,476,9291,38,F,Y,S,F,P,2,3,1,0,23.86,9,-1,70174.27
3370,3499,E0083,53,F,Y,O,O,P,2,5,2,0,13.9,D,1100,3680.612
600,476,9291,44,F,Y,G,F,P,2,4,2,2,5.1,9,-1,7652.438
1188,1188,9998,18,M,N,O,O,S,1,3,2,0,21.12,9,-1,0
608,476,9291,34,F,Y,M,F,P,1,2,2,1,41.88,9,-1,8519.878
2435,476,9291,21,M,Y,S,P,S,3,4,3,1,21.55,B,930,16674.13
4067,4067,9998,23,M,Y,G,F,P,5,6,5,0,91.63,9,-1,0
544,476,9291,19,M,Y,S,P,S,2,7,3,0,26.09,B,1400,15585.54
2232,476,9291,40,F,Y,O,O,S,1,2,2,2,21.58,9,-1,20573.71
316,408,9278,21,M,Y,O,O,S,2,6,3,0,44.01,B,1000,9156.6
2427,2427,4141,18,F,Y,O,O,S,2,4,5,0,44.23,W,815,0
249,476,9291,31,M,Y,P,J,P,1,2,1,0,31.08,9,-1,12514.32
275,476,9291,23,F,Y,S,P,P,1,3,4,1,22.39,9,-1,13338.43
596,476,9291,36,M,Y,M,F,P,1,6,4,2,14.79,9,-1,4660.015
2455,476,9291,18,F,N,O,O,S,2,2,3,1,23.42,B,1100,18278.81
2258,476,9291,24,M,Y,O,O,S,3,5,4,0,16.35,D,915,12302.98
420,476,9291,23,F,Y,S,P,S,2,7,2,0,30.79,D,900,11710.3
2442,476,9291,22,F,Y,P,F,P,3,4,2,0,37.77,D,745,17408.43
2358,476,9291,20,M,N,S,P,P,2,6,3,1,78.33,9,-1,7940.683
271,71,9028,42,F,Y,9,F,P,1,4,1,0,56.74,D,1635,5307.921
3363,476,9291,18,M,Y,S,P,S,3,4,3,0,10.68,B,730,34648.51
467,476,9291,33,F,Y,G,P,P,1,4,2,1,30.83,9,-1,2890.688
206,206,9998,23,F,N,O,O,P,1,4,3,0,51.02,9,-1,0
350,476,9291,23,M,Y,S,P,P,2,4,3,0,32.5,9,-1,22056.02
125,71,9028,62,F,Y,P,P,P,1,4,1,0,20.26,9,-1,6737.669
3372,3499,E0083,49,F,Y,O,O,S,3,3,5,0,20.16,9,-1,3961.116
2121,476,9291,50,F,Y,P,H,S,1,3,1,0,13.25,9,-1,10263.29
222,476,9291,18,M,N,O,O,S,0,3,4,2,51.2,B,730,10917.14
1062,476,9291,30,F,Y,P,F,P,2,4,2,1,33.86,9,-1,30028.09
562,476,9291,35,F,Y,O,O,S,0,2,2,2,12.5,B,745,14614.29
1125,476,9291,18,M,Y,O,O,P,2,2,3,0,39.05,B,1630,40475.57
2122,476,9291,59,F,Y,O,O,P,2,6,2,0,17.83,D,1700,11201.31
34,4069,E0328,28,F,Y,P,P,S,1,6,2,0,17.97,9,-1,47976.61
363,385,E0299,19,F,N,O,O,S,1,7,6,0,51.7,P,830,4519.605
98,67,9021,39,F,Y,O,O,P,0,6,2,1,4.89,W,825,2504.342
64,4069,E0328,33,F,Y,P,F,P,2,6,2,0,14.34,9,-1,46837.34
586,597,1627,18,M,Y,O,O,S,2,5,3,0,22.61,D,835,3829.192
53,4069,E0328,22,F,N,O,O,S,0,7,2,0,33.59,9,-1,47973.78
459,67,9021,24,F,Y,9,P,P,2,5,3,0,22.89,9,-1,18045.99
520,67,9021,21,M,N,O,O,S,1,4,3,0,6.59,9,-1,17376.86
5226,5140,9271,21,F,Y,O,O,S,4,6,3,1,25.61,D,910,28842.83
390,157,9524,22,F,Y,O,O,S,2,4,3,0,33.29,B,800,10180.92
3650,4069,E0328,17,F,N,O,O,S,2,5,3,2,43.87,9,-1,21442.75
3810,4069,E0328,19,M,Y,O,O,S,2,3,4,1,61.27,B,745,25197.12
38,71,9028,31,F,Y,P,F,P,0,4,1,0,20.58,9,-1,2675.173
94,476,9291,36,M,Y,G,H,P,1,3,2,0,48,9,-1,18746.46
403,402,1296,17,M,Y,S,P,S,1,4,5,1,41.25,B,940,1249.942
581,476,9291,20,F,Y,S,P,S,2,4,5,0,18.93,B,930,8422.38
450,476,9291,19,F,N,O,O,S,1,4,2,0,28.35,B,900,5736.676
444,476,9291,33,M,N,O,O,S,0,7,3,0,27.6,9,-1,5618.08
202,71,9028,28,F,Y,9,F,P,1,5,2,0,23.22,9,-1,2674.357
470,476,9291,29,F,Y,S,P,S,1,7,2,0,32.64,P,755,1753.484
1040,476,9291,32,M,Y,S,F,P,2,5,2,0,20.64,9,-1,23729.26
177,476,9291,31,F,Y,O,O,S,0,7,2,0,28.83,B,750,15714.07
474,476,9291,39,F,Y,O,O,S,1,2,2,2,31.72,W,850,1009.669
2241,444,1406,24,F,9,S,P,S,0,3,4,0,49.93,B,900,10866.37
3669,3672,996,68,F,Y,O,O,P,2,3,2,0,3.58,D,840,4332.46
403,402,1296,17,F,Y,O,O,S,1,2,2,4,37.39,W,715,1249.942
382,376,E0613,53,F,9,O,O,P,1,4,2,0,11.06,9,-1,1661.288
173,402,S469,55,F,Y,P,H,P,1,6,1,1,27.91,9,-1,14231.58
470,476,9291,25,M,Y,O,O,S,0,3,4,0,55.82,W,730,1753.484
222,476,9291,52,M,Y,S,P,S,0,2,4,2,102.96,B,1000,10917.14
3630,476,9291,35,M,Y,O,O,P,3,7,4,0,8.65,9,-1,24993.42
2569,2569,9998,36,M,Y,S,F,P,2,6,2,2,13.04,9,-1,0
2871,476,9291,41,F,Y,G,F,P,4,7,2,1,34.15,9,-1,59621.03
2427,476,9291,30,F,Y,O,O,S,3,4,6,1,26.16,D,900,10331.56
620,476,9291,27,F,Y,P,P,S,1,3,4,0,16.53,B,1400,12402.06
363,476,9291,27,F,Y,G,F,P,2,5,2,0,23.97,9,-1,21795.78
2218,476,9291,18,F,Y,O,O,S,4,3,4,0,31.78,D,900,18609.37
3460,476,9291,21,M,Y,O,O,S,5,6,3,1,23.41,D,830,41790.04
463,476,9291,45,F,Y,O,O,P,1,7,2,0,14.54,9,-1,4910.949
4088,4051,6102,17,M,Y,O,O,S,2,6,3,1,20.5,P,745,5397.996
191,476,9291,24,F,N,O,O,S,1,3,3,0,18.62,9,-1,14507.24
138,402,S586,48,M,Y,O,O,P,1,3,2,2,30.9,9,-1,6568.49
3673,476,9291,56,M,Y,S,F,S,2,5,3,0,30.59,9,-1,35965.49
1097,476,9291,25,F,Y,G,F,P,2,4,2,1,33.93,9,-1,31702.46
1061,67,9021,18,M,Y,O,O,S,2,7,3,1,7.65,9,-1,38528.09
5140,5140,9998,30,F,Y,O,O,S,2,4,2,2,39.55,9,-1,0
229,436,E0046,67,F,Y,O,O,P,1,4,3,0,16.13,9,-1,7751.399
2022,35,679,19,F,Y,S,P,S,3,6,3,0,13.98,B,650,31850.01
46,67,9021,28,F,Y,S,P,S,0,1,2,0,17.57,C,815,2283.413
467,481,A076,39,F,N,O,O,S,1,7,2,1,26.16,W,900,1345.994
399,157,E0411,23,M,Y,O,O,S,3,3,4,0,20.21,B,830,7834.081
122,4069,E0328,27,M,Y,O,O,S,1,6,2,0,15.92,9,-1,41308.91
452,436,9263,44,F,Y,O,O,S,1,2,2,1,35.69,B,840,3791.972
1096,67,9021,24,F,N,O,O,S,2,4,4,0,31.05,9,-1,38671.05
4005,4005,9998,41,F,Y,P,F,P,2,6,2,2,23.47,9,-1,0
2236,2217,S474,21,M,N,O,O,S,1,4,3,0,17.2,9,-1,915.796
2602,67,9021,17,M,Y,O,O,S,2,5,2,2,24.77,J,650,43971.07
3434,67,9021,18,F,N,O,O,S,0,3,3,0,5.43,9,-1,40921.44
3810,3325,9302,24,F,Y,G,F,P,2,4,4,0,22.36,D,1815,15668.13
475,623,E0506,50,F,N,O,O,S,0,2,2,0,97.78,9,-1,14558.46
37,70,2450,32,M,Y,P,F,P,1,4,1,0,15.4,9,-1,2789.265
3368,70,2450,36,F,Y,O,O,P,0,4,2,3,17.53,W,1300,31852.51
591,70,2450,22,M,Y,O,O,S,1,2,5,0,15.4,P,940,23269.72
2251,70,2450,24,M,Y,O,O,S,2,1,2,1,24.24,9,-1,22342.53
3324,70,2450,22,F,Y,G,F,P,2,4,4,0,102.8,9,-1,32921.32
279,70,2450,21,M,Y,S,P,S,2,5,3,1,22.49,C,1300,3856.44
435,443,E0264,63,F,N,O,O,P,1,6,3,0,16.24,C,850,1979.757
483,70,2450,24,M,Y,S,F,P,1,4,4,0,63.3,9,-1,15643.2
2212,70,2450,18,M,Y,O,O,S,2,6,3,1,28.65,D,1100,25487.57
600,70,2450,21,M,Y,O,O,S,2,3,3,0,20,9,-1,25490.78
22,70,2450,32,F,Y,P,F,P,1,3,2,0,27.57,9,-1,2463.798
2570,476,9291,25,F,Y,G,F,P,4,7,5,0,21.17,9,-1,27724.73
477,476,9291,23,M,Y,M,P,P,2,2,6,0,28.3,M,1430,1600.759
2425,476,9291,34,F,Y,G,F,P,1,3,1,0,93.31,9,-1,7826.603
2434,476,9291,40,F,Y,O,O,P,2,7,2,2,24.79,9,-1,15455.79
1227,1227,9998,64,F,Y,S,F,P,2,4,2,0,15.65,9,-1,0
2425,476,9291,44,M,Y,P,F,P,2,5,2,0,41.96,9,-1,7826.603
3640,4073,A249,70,F,Y,O,O,P,3,4,3,0,15.13,9,-1,21558.51
3653,3672,9216,38,M,Y,S,F,P,1,7,2,2,21.7,9,-1,3775.528
62,71,9028,39,M,Y,P,F,P,0,4,1,0,12.78,9,-1,4161.808
223,476,9291,24,M,Y,P,F,P,2,2,4,1,58.84,9,-1,9461.292
461,476,9291,20,F,Y,S,P,S,3,4,5,0,29.67,P,720,3269.542
105,476,9291,27,F,Y,P,F,P,0,3,1,0,26.54,9,-1,20613.19
2608,476,9291,29,F,Y,O,O,P,3,4,2,0,27.01,9,-1,35904.61
2428,476,9291,20,F,Y,O,O,S,1,2,3,0,37.74,B,1030,11113.52
2125,476,9291,20,M,Y,O,O,S,1,7,1,0,50.35,D,1100,11237.93
3811,3811,9998,19,F,Y,O,O,S,2,5,3,1,16.57,9,-1,0
538,476,9291,37,F,N,O,O,P,0,7,2,1,49.63,B,1705,13742.28
430,476,9291,34,M,Y,P,F,P,1,4,4,0,24.71,9,-1,10332.55
450,450,9998,48,F,Y,O,O,S,0,1,2,0,40.2,9,-1,0
3724,3672,9216,21,F,N,S,P,P,0,7,6,2,72.17,B,1730,849.583
373,476,9291,25,M,Y,O,O,S,0,1,5,0,69.63,9,-1,20662.34
2619,476,9291,21,F,Y,S,P,S,1,4,3,4,35.06,B,1340,30807.43
2603,476,9291,23,M,Y,O,O,P,1,2,3,0,21.89,B,700,32982.2
2139,476,9291,39,F,Y,O,O,P,1,4,2,2,24.19,P,800,9063.242
510,476,9291,23,M,Y,O,O,S,2,2,4,0,70.14,9,-1,11297.27
2619,476,9291,24,F,Y,G,F,S,4,6,5,0,53.77,9,-1,30807.43
4051,4051,9998,27,F,Y,O,O,S,1,4,3,0,24.3,9,-1,0
2257,476,9291,22,M,Y,G,P,S,2,4,3,0,21.87,B,1300,11942.71
2710,2710,9998,33,F,Y,P,F,P,2,6,3,3,19.52,9,-1,0
2441,476,9291,51,F,Y,P,F,P,2,6,2,0,10.37,9,-1,17039.5
2126,476,9291,50,M,Y,P,F,P,2,6,2,3,26.39,9,-1,11761.13
480,476,9291,31,F,Y,O,O,P,2,5,5,1,57.96,D,1630,1734.833
591,3360,566,36,F,Y,O,O,S,2,7,4,2,11.75,B,850,41736.85
4114,4012,844,59,F,Y,S,F,P,3,5,3,0,13.17,D,1715,16815.66
463,476,9291,29,F,Y,P,F,P,1,7,2,0,24.41,D,1800,4910.949
1254,73,2071,37,M,Y,M,F,P,2,4,2,2,84.82,9,-1,63062.16
389,73,2071,80,F,Y,O,O,S,2,4,2,0,8.86,9,-1,17864.27
175,4069,E0328,40,M,Y,P,F,P,1,5,2,2,26.76,9,-1,49740.93
110,73,2071,18,F,N,S,P,P,1,6,3,0,18.95,B,815,5109.842
132,157,9524,29,F,N,M,P,P,2,2,5,1,15.03,9,-1,6460.397
478,67,9021,19,M,Y,O,O,S,2,5,3,0,13.5,9,-1,18947.09
50,67,9021,21,F,N,O,O,S,0,7,1,0,40.49,W,815,1288.36
65,67,9021,24,F,N,O,O,S,0,1,2,0,17.55,C,815,1034.087
2255,2255,9998,22,M,Y,O,O,S,3,7,3,0,23.52,9,-1,0
21,73,2071,18,M,N,S,P,S,1,2,3,1,35.72,B,815,3124.182
4020,4069,E0328,18,M,Y,O,O,S,2,4,3,3,48.12,J,1510,18225.29
2142,67,9021,18,M,9,O,O,S,1,7,4,0,17.48,9,-1,18596.04
217,391,9092,32,F,N,P,F,S,0,4,4,2,20.03,9,-1,16586.76
47,391,E0471,31,M,Y,P,P,S,1,6,2,0,17.57,9,-1,16823.19
2568,391,9092,24,M,Y,O,O,S,4,6,4,0,45.28,D,835,30499.84
3376,391,E0471,21,F,Y,S,P,S,2,4,4,1,85.87,P,700,30386.42
261,391,E0471,23,M,Y,O,O,P,2,7,4,0,14.54,9,-1,22592.14
2611,391,9092,19,F,Y,S,P,S,2,3,2,0,23.38,D,700,35542.2
5099,5099,9998,45,F,N,O,O,P,1,2,2,0,54.22,9,-1,0
17,391,9092,22,F,N,O,O,S,2,7,5,0,81.75,9,-1,19868.39
2123,391,C405,56,M,Y,P,F,P,2,3,3,1,28.54,9,-1,5074.627
443,391,9092,21,F,N,O,O,S,0,1,4,0,40,B,1135,7787.525
398,391,9092,25,F,N,O,O,S,2,2,3,1,8.68,9,-1,1773.034
2368,391,E0471,30,F,Y,P,F,P,2,4,2,0,22.21,D,1725,13223.08
286,391,9092,27,M,Y,M,P,S,2,1,2,0,25.19,D,1500,19824.81
286,391,9092,28,F,Y,P,P,S,2,1,2,0,25.19,9,-1,19824.81
2435,391,9092,21,F,Y,O,O,S,2,3,4,1,51.93,B,840,26775.59
594,391,E0471,22,M,Y,O,O,S,3,1,3,0,25.65,D,1040,17959.15
613,391,9092,38,F,Y,P,P,P,3,5,4,3,25.63,D,1300,24596.92
2425,391,9092,24,F,Y,P,P,S,4,5,4,0,52.13,9,-1,18188.57
398,391,9092,27,M,N,O,O,S,2,2,5,0,38.04,W,1000,1773.034
619,391,9092,19,F,Y,O,O,S,1,7,4,0,27.63,B,1200,23624.17
4110,4110,9998,25,F,9,O,O,S,2,7,3,0,19.48,9,-1,0
461,391,9092,63,M,Y,O,O,P,1,4,2,0,12.93,9,-1,10134.66
562,391,9092,19,F,N,S,P,S,3,5,4,0,26.55,B,1100,27460.97
469,391,9092,24,F,Y,O,O,S,2,7,3,0,11.78,D,900,12278.26
570,532,1654,18,M,N,O,O,S,2,7,4,0,26.69,B,830,10442.74
396,391,9092,21,M,Y,G,P,S,1,3,4,1,56.16,B,915,2095.78
412,391,9092,20,M,Y,O,O,S,2,3,4,0,15.57,P,1000,3219.461
