,Mode,Licence,Family,Cars,Time.Auto,Time.Transit,Time.Active,Cost.Auto,Cost.Transit
333,Auto,1,Family,2,9.900758999999999,45.887638,110.07012,0.49806709999999993,1.98
334,Active,1,Other,0,2.014925,20.126511999999998,15.20709,0.071525,2.22
335,Transit,0,Family,1,34.08215,77.22779,400.92375,1.926811,8.585593
336,Active,1,Other,0,2.168042,23.855995999999998,19.46616,0.0877314,2.22
337,Active,1,Other,0,3.068723,25.742024,23.927640000000004,0.1104144,2.22
338,Active,1,Other,2,2.523888,24.493026999999998,28.469009999999997,0.1283061,2.22
339,Transit,1,Family,1,38.79475,85.49893800000002,262.81935000000004,1.258657,2.22
340,Active,1,Other,0,1.464106,25.325449,14.598600000000001,0.06579395,2.22
341,Active,1,Other,1,25.51215,86.453819,283.74645000000004,1.367198,6.034203
342,Transit,0,Other,0,11.34923,39.849031,65.27565,0.3026518,2.22
343,Transit,1,Family,1,41.5664,111.12456599999999,272.93745,1.3594110000000001,4.501822
344,Transit,0,Family,1,23.29298,69.476302,224.76795,1.041507,4.2
345,Transit,1,Family,3,49.11168,106.36576,343.0512,1.6727400000000001,4.310975
346,Transit,1,Family,0,3.5209309999999996,24.122092,29.256284999999995,0.1318542,2.22
347,Transit,0,Family,1,12.03127,33.814446000000004,63.855315,0.336582,2.22
348,Transit,1,Family,3,51.66085,107.55228999999999,376.22325,1.995888,4.2
349,Transit,0,Other,0,35.388490000000004,62.69698,223.5576,1.12901,2.22
350,Transit,0,Other,0,12.56505,41.092905,74.442345,0.35432659999999994,4.08781
351,Transit,1,Other,2,70.90111,176.397772,420.819,1.9510049999999999,6.567284
352,Transit,0,Family,1,42.89017,87.885214,289.60904999999997,1.410766,2.43934
353,Transit,0,Family,2,15.286620000000001,51.499579,91.90423500000001,0.4300938,2.358784
354,Transit,1,Other,0,17.88877,71.55026699999998,225.87225,1.021205,3.47876
355,Active,0,Family,0,4.372437000000001,25.162232,31.4544,0.1449876,2.22
356,Active,0,Other,0,15.85454,47.83985300000001,92.782125,0.430946,3.649378
357,Transit,0,Family,2,26.988670000000003,101.771003,357.16875,1.836754,4.0257309999999995
358,Transit,1,Family,2,77.75001,114.45811799999998,581.1192,3.009671,12.1831
359,Transit,1,Family,2,10.10178,57.471728000000006,98.44960499999999,0.44910079999999997,1.98
360,Active,1,Other,0,2.510406,26.944984,21.925545,0.09881553,2.22
361,Transit,0,Family,1,9.51093,33.826613,60.55161000000001,0.2813271,2.22
362,Transit,1,Other,1,6.41246,36.009248,56.021294999999995,0.2543252,2.22
363,Auto,0,Family,2,3.156252,24.272578,32.93961,0.1683157,2.22
364,Active,1,Other,1,2.014925,20.126511999999998,15.20709,0.071525,2.22
365,Transit,1,Family,1,14.22119,74.749112,127.60604999999998,0.5832246999999999,1.98
366,Transit,1,Family,1,7.175169,35.198069,80.321865,0.3681238,2.22
367,Active,1,Other,0,1.117177,20.195869,11.101709999999999,0.05003393,2.22
368,Transit,1,Family,3,3.892384,28.438384000000003,39.42108,0.1848082,2.22
369,Active,0,Other,0,17.27627,40.339529,90.411075,0.41888729999999996,2.22
370,Transit,1,Family,2,68.95711999999999,233.62688,489.5088,2.379361,5.836608
371,Active,1,Other,0,2.924953,24.128386,16.985265000000002,0.1054589,2.22
372,Transit,1,Family,1,10.10178,57.471728000000006,98.44960499999999,0.44910079999999997,1.98
373,Transit,1,Other,1,2.776623,26.813798,23.593725,0.10633379999999999,2.22
374,Active,1,Other,0,15.6506,39.913033,81.81193499999999,0.3801321,2.22
375,Transit,1,Other,4,3.320328,31.447038,28.74147,0.1391828,2.22
376,Transit,0,Other,1,35.58393,114.18188,373.4028,1.805825,6.256798000000001
377,Transit,0,Other,1,23.56165,108.22236200000002,220.21485,1.054068,5.22
378,Active,0,Other,0,1.9089990000000001,17.573247000000002,19.08999,0.08603605,2.22
379,Transit,0,Family,0,13.848170000000001,63.557005,185.25540000000004,0.8490556,2.22
380,Active,1,Other,0,1.710853,20.776487,15.946485,0.07186870000000001,2.22
381,Transit,0,Family,2,22.52986,92.27564,200.5575,0.9557998999999999,1.98
382,Transit,1,Family,1,48.86846,133.25235,509.6244,3.070943,9.204382
383,Active,0,Other,0,1.117177,20.195869,11.101709999999999,0.05003393,2.22
384,Transit,0,Family,2,17.36541,58.415310999999996,101.76636,0.5016189,2.22
385,Auto,1,Family,2,23.70735,98.21541,211.76265,0.9784626000000001,1.98
386,Active,1,Family,1,16.95755,62.36549,116.842875,0.5837838000000001,2.22
387,Transit,0,Family,2,1.885362,20.435959,19.86384,0.09786982,1.98
388,Active,1,Family,2,28.61972,65.781362,174.55365,0.9013988000000002,4.44
389,Transit,0,Family,4,2.1605119999999998,11.333393,22.923180000000006,0.1160349,2.22
390,Active,0,Other,0,5.499556,35.577191,46.45101000000001,0.20934850000000002,2.22
391,Active,1,Other,1,4.788604,29.702709,45.37711499999999,0.21542199999999997,2.22
392,Active,1,Other,0,3.4422599999999997,30.10613,27.606600000000004,0.1244193,2.22
393,Transit,1,Other,0,12.01931,52.160221,82.95414,0.4217787,2.332615
394,Active,1,Other,0,1.710853,20.776487,15.946485,0.07186870000000001,2.22
395,Transit,1,Family,1,36.98357,73.25803,230.84145,1.1365040000000002,2.22
396,Active,0,Other,0,9.349833,37.81105,52.358880000000006,0.2458085,2.22
397,Transit,1,Family,3,74.98688,150.689,563.4369,2.759394,9.851078
398,Active,0,Other,0,3.6553769999999997,29.778864,31.674599999999998,0.14275320000000002,2.22
399,Active,1,Other,1,6.632627,33.425859,41.7591,0.191554,2.22
400,Active,1,Other,0,1.117177,20.195869,11.101709999999999,0.05003393,2.22
401,Active,0,Family,2,1.15247,17.169234,11.262285,0.05075763,2.22
402,Transit,1,Family,2,91.7504,161.44892000000004,875.48655,4.112729,11.91967
403,Active,1,Other,0,23.67318,62.43955,149.462775,0.7455566,2.22
404,Transit,1,Family,2,19.9148,40.306127000000004,101.20375499999999,0.5008943,2.22
405,Active,0,Other,1,2.924953,24.128386,16.985265000000002,0.1054589,2.22
406,Transit,0,Family,2,85.28256,107.98156000000002,606.6633,3.256002,11.638860000000001
407,Transit,1,Family,1,51.19962,107.688717,321.70695,1.6271309999999999,4.44
408,Transit,1,Family,2,43.84943,113.44396899999998,274.94445,1.307173,2.22
409,Active,1,Other,0,4.108721,21.501513000000006,41.46901499999999,0.1868953,2.22
410,Active,1,Other,0,0.0,0.0,0.0,0.0,0.0
411,Active,1,Other,0,1.464106,25.325449,14.598600000000001,0.06579395,2.22
412,Transit,0,Family,1,45.45675,98.57709400000002,319.4535,1.5913700000000002,4.44
413,Transit,0,Family,2,29.66096,118.94033,328.34415,1.494229,6.42
414,Active,1,Other,1,14.064329999999998,46.565209,78.51631499999999,0.3627292,2.22
415,Transit,1,Family,2,4.9385129999999995,35.602738,52.556760000000004,0.24299020000000002,2.22
416,Active,0,Other,0,1.710853,20.776487,15.946485,0.07186870000000001,2.22
417,Active,0,Other,1,8.047787,42.190183000000005,54.68511000000001,0.24922629999999998,2.4230080000000003
418,Active,1,Other,0,3.792585,18.826039,22.924049999999998,0.11826389999999999,2.22
419,Transit,0,Family,1,4.5091220000000005,33.099175,54.88461,0.2473577,1.98
420,Transit,1,Other,0,20.734,86.52893300000002,187.7664,0.8481726,1.98
421,Active,0,Other,0,2.168042,23.855995999999998,19.46616,0.0877314,2.22
422,Transit,0,Family,0,28.746740000000003,58.22035,160.44959999999998,0.8351439,2.22
423,Active,0,Other,0,1.117177,20.195869,11.101709999999999,0.05003393,2.22
424,Transit,0,Other,0,6.967558,34.540282,93.842415,0.4229353,2.22
425,Active,0,Other,1,19.43146,50.120877,105.2535,0.48578009999999994,2.22
426,Active,1,Other,1,5.769032,30.167623,51.040994999999995,0.2499044,2.22
427,Active,1,Family,1,16.866,68.524054,232.04760000000002,1.295088,2.22
428,Active,1,Other,0,3.892384,28.438384000000003,39.42108,0.1848082,2.22
429,Transit,1,Family,2,40.6925,116.478907,289.56794999999994,1.400743,2.808682
430,Transit,1,Family,1,75.19145999999999,174.49441000000004,868.8661500000001,13.15308,13.123339999999999
431,Transit,0,Other,0,33.99152,70.74282,219.79785,1.00568,2.22
432,Transit,1,Other,1,106.7438,204.63217,1053.156,5.079628,14.02317
433,Transit,0,Other,0,4.788604,29.702709,45.37711499999999,0.21542199999999997,2.22
434,Auto,1,Family,2,17.88877,71.55026699999998,225.87225,1.021205,3.47876
435,Auto,1,Family,4,53.766040000000004,138.580759,396.2493,1.912932,5.572274
436,Transit,1,Family,3,6.699872999999999,40.744312,74.513145,0.34451620000000005,2.22
437,Auto,1,Family,1,6.081243,33.845601,42.576225,0.19449670000000002,2.22
438,Transit,0,Family,1,85.12505999999999,155.035394,646.2370500000001,3.3218410000000005,10.98155
439,Transit,0,Other,0,3.892384,28.438384000000003,39.42108,0.1848082,2.22
440,Active,1,Other,0,3.320328,31.447038,28.74147,0.1391828,2.22
441,Active,0,Other,1,0.0,0.0,0.0,0.0,0.0
442,Transit,0,Family,2,67.82096,112.18227,512.8704,3.079094,11.259210000000001
443,Active,0,Other,1,6.632627,33.425859,41.7591,0.191554,2.22
444,Transit,0,Other,0,6.967558,34.540282,93.842415,0.4229353,2.22
445,Transit,0,Family,0,12.406260000000001,54.70485,123.498555,0.6056020999999999,1.98
446,Transit,1,Other,0,9.51093,33.826613,60.55161000000001,0.2813271,2.22
447,Transit,0,Family,1,40.81221,96.886543,425.11334999999997,2.3430419999999996,4.44
448,Transit,1,Other,0,30.58207,78.020223,345.588,1.954282,4.44
449,Transit,0,Family,1,8.411788,40.810186,104.002785,0.46879709999999997,2.22
450,Auto,1,Family,2,26.7832,100.209411,242.9046,1.119358,1.98
451,Transit,0,Family,1,56.067919999999994,160.04254000000003,625.6179000000001,2.8271479999999998,6.42
452,Auto,1,Family,2,9.82244,47.373209,121.260675,0.5467533,2.22
453,Transit,1,Family,2,84.08524,98.111997,585.4197,3.148484,11.638860000000001
454,Auto,1,Family,2,71.01646,131.89885,526.87335,2.655424,9.184946
455,Transit,0,Family,1,36.42569,92.51832399999999,237.76004999999998,1.156557,4.478401
456,Transit,1,Family,3,23.8248,61.71417099999999,151.02944999999997,0.6975155,2.250143
457,Transit,1,Family,2,72.2401,309.44386000000003,807.4122000000001,4.020251999999999,11.22862
458,Transit,0,Family,2,31.24758,70.436807,211.1628,1.058024,4.44
459,Transit,0,Family,1,22.60608,67.353645,145.773885,0.7216607,4.44
460,Transit,1,Family,0,35.36173,84.665019,217.99814999999998,1.0527469999999999,3.6194559999999996
461,Active,0,Other,0,5.499556,35.577191,46.45101000000001,0.20934850000000002,2.22
462,Transit,1,Other,1,5.704483,36.318000000000005,56.28550500000001,0.2553585,2.22
463,Transit,0,Family,2,77.23428,105.135135,575.9619,2.986428,12.11462
464,Transit,0,Family,0,32.3888,80.910474,194.59395,0.9144853000000001,5.061622
465,Active,1,Other,0,3.4422599999999997,30.10613,27.606600000000004,0.1244193,2.22
466,Transit,1,Other,0,6.703013,35.563364,40.687425,0.1944688,2.22
467,Active,1,Family,2,58.51306999999999,156.08578899999998,431.42310000000003,2.1226689999999997,3.316759
468,Active,0,Other,0,1.710853,20.776487,15.946485,0.07186870000000001,2.22
469,Transit,1,Family,3,78.21358000000001,188.32218999999998,539.0955,3.0463150000000003,8.397152
470,Transit,0,Family,2,54.603280000000005,83.37464800000002,412.29705000000007,1.964709,10.290610000000001
471,Transit,1,Family,0,3.792585,18.826039,22.924049999999998,0.11826389999999999,2.22
472,Active,1,Other,0,2.510406,26.944984,21.925545,0.09881553,2.22
473,Auto,1,Other,1,7.685006,40.442318,99.89307000000001,0.45032479999999997,2.22
474,Transit,0,Family,1,1.9089990000000001,17.573247000000002,19.08999,0.08603605,2.22
475,Transit,1,Other,2,39.94034,119.516938,277.43055,1.428174,6.065591
476,Active,1,Other,0,1.464106,25.325449,14.598600000000001,0.06579395,2.22
477,Active,1,Other,0,1.117177,20.195869,11.101709999999999,0.05003393,2.22
478,Active,1,Other,0,6.632627,33.425859,41.7591,0.191554,2.22
479,Active,1,Other,0,3.792585,18.826039,22.924049999999998,0.11826389999999999,2.22
480,Active,0,Other,0,1.710853,20.776487,15.946485,0.07186870000000001,2.22
481,Active,1,Other,0,2.0714900000000003,24.722109,19.031309999999998,0.09542036,2.22
482,Transit,1,Other,1,30.7205,65.741723,183.54344999999998,0.8407372999999999,2.22
483,Transit,1,Family,3,54.851530000000004,148.51899699999998,422.94945,1.989126,8.211395
484,Transit,0,Other,1,19.45782,61.83610900000001,141.66516000000001,0.7408701999999999,4.44
485,Transit,0,Family,2,29.58898,83.82668199999999,203.3343,1.003279,4.44
486,Transit,1,Family,2,42.15467,121.08644699999999,296.78294999999997,1.4046049999999999,2.7753520000000003
487,Active,0,Other,0,1.464106,25.325449,14.598600000000001,0.06579395,2.22
488,Active,1,Other,0,11.057360000000001,37.31815,63.98426999999999,0.293943,2.22
489,Active,1,Other,0,11.34923,39.849031,65.27565,0.3026518,2.22
490,Transit,1,Family,2,35.76266,60.89423000000001,221.07704999999999,1.1229770000000001,2.22
491,Transit,0,Family,0,11.058580000000001,49.500135,180.5466,0.8970054000000001,2.22
492,Transit,0,Family,1,15.759179999999999,42.637287,93.900495,0.43241490000000005,4.439915
493,Transit,1,Other,0,13.00131,35.417331,71.57238000000001,0.3367475,2.22
494,Active,0,Other,0,2.141326,19.940688,19.27866,0.08688637,2.22
495,Active,0,Other,0,2.924953,24.128386,16.985265000000002,0.1054589,2.22
496,Active,0,Other,0,5.704483,36.318000000000005,56.28550500000001,0.2553585,2.22
497,Active,0,Other,0,0.0,0.0,0.0,0.0,0.0
498,Transit,0,Family,1,9.779487,42.05254,150.3852,0.7413291999999999,2.22
499,Transit,1,Other,1,13.53559,50.490272999999995,88.17565499999999,0.4374089,2.2837959999999997
500,Transit,1,Family,2,46.3576,104.210142,327.22335,1.6577330000000001,4.2
501,Active,1,Other,0,3.792585,18.826039,22.924049999999998,0.11826389999999999,2.22
502,Auto,0,Family,1,11.61484,48.886841,174.44834999999998,0.9237198,2.22
503,Transit,0,Family,1,65.48768000000001,162.39424,496.6329,2.60348,6.989275
504,Active,0,Other,0,6.421951,29.986675,40.614885,0.1890562,2.22
505,Transit,0,Other,2,13.0839,43.443395,85.07454,0.38429759999999996,2.22
506,Transit,0,Family,1,53.38454,156.34232500000005,398.7672,1.951845,6.4175
507,Active,0,Other,0,2.845125,24.990155,27.043575,0.1315306,2.22
508,Transit,0,Family,2,34.01865,66.904765,230.0409,1.112742,2.22
509,Transit,1,Family,2,12.86316,69.282847,126.17731500000001,0.5764785,1.98
510,Transit,1,Family,1,44.447070000000004,97.71719399999999,302.46405,1.504894,4.2
511,Transit,1,Family,2,33.04224,68.08604700000001,193.965,1.000349,3.571561
512,Active,0,Family,0,2.168042,23.855995999999998,19.46616,0.0877314,2.22
513,Active,1,Other,0,1.9141869999999999,23.859148,17.990325000000002,0.08108001,2.22
514,Transit,0,Family,1,47.76812,101.56075,451.92,5.00635,8.517479
515,Transit,0,Family,0,39.45798,75.03998899999998,249.87389999999996,1.24763,3.936373
516,Active,0,Other,0,3.068723,25.742024,23.927640000000004,0.1104144,2.22
517,Transit,1,Family,0,7.6280600000000005,40.215032,56.57064,0.293257,2.270059
518,Transit,1,Family,3,12.7142,74.45100000000001,145.13832,0.6613656,1.98
519,Auto,1,Other,1,40.6925,116.478907,289.56794999999994,1.400743,2.808682
520,Transit,0,Family,2,81.44932,126.33692,547.95675,2.868741,11.261610000000001
521,Transit,1,Family,2,74.78468000000001,119.79861399999999,582.7098000000001,3.520467,11.46845
522,Active,1,Other,0,3.5209309999999996,24.122092,29.256284999999995,0.1318542,2.22
523,Transit,1,Other,1,35.7557,79.91449200000002,222.8856,1.129833,4.44
524,Active,1,Other,0,2.845125,24.990155,27.043575,0.1315306,2.22
525,Active,1,Other,0,2.776623,26.813798,23.593725,0.10633379999999999,2.22
526,Active,0,Other,1,2.168042,23.855995999999998,19.46616,0.0877314,2.22
527,Active,1,Family,0,12.56505,41.092905,74.442345,0.35432659999999994,4.08781
528,Transit,1,Other,0,44.36845,89.370525,308.32169999999996,1.5029,4.293241
529,Transit,0,Family,2,54.61469,155.730367,417.22139999999996,2.089777,6.003814
530,Active,0,Other,0,1.710853,20.776487,15.946485,0.07186870000000001,2.22
531,Auto,1,Family,3,49.29926,141.43729000000005,592.32,2.9386799999999997,9.180947
532,Transit,0,Family,1,13.25632,61.139554000000004,150.2139,0.6880505,2.22
533,Transit,0,Family,1,47.43105,124.12816399999998,441.5928,2.306347,4.318378
534,Transit,1,Other,0,26.06481,99.519214,226.69215,1.074592,1.98
535,Transit,0,Other,0,5.409577,28.036396999999997,39.210119999999996,0.19537420000000003,2.22
536,Transit,1,Family,1,7.467739999999999,29.520690999999996,68.54239499999998,0.3113022,2.313332
537,Active,0,Other,0,1.117177,20.195869,11.101709999999999,0.05003393,2.22
538,Active,1,Other,1,8.975986,48.053511,70.44898500000001,0.3366864,2.305401
539,Transit,1,Family,2,56.01065,109.557953,371.3742,1.84665,5.674804
540,Transit,0,Family,2,37.417120000000004,88.860394,236.16075,1.13855,4.44
541,Active,0,Other,0,2.924953,24.128386,16.985265000000002,0.1054589,2.22
542,Transit,1,Other,1,32.70525,77.23247599999998,213.8331,0.9978923000000001,2.22
543,Transit,1,Family,3,99.4985,139.33580999999998,916.5115499999999,4.338761,13.01695
544,Transit,0,Family,2,3.9527059999999996,25.654187,40.859745,0.1841494,1.98
545,Active,1,Other,1,1.049121,16.675728,10.491209999999999,0.04728249,2.22
546,Transit,1,Family,2,19.30037,44.767979,104.03547,0.4802907,2.22
547,Transit,0,Family,0,22.60608,67.353645,145.773885,0.7216607,4.44
548,Transit,0,Family,1,37.237159999999996,93.37435,237.11775,1.138916,4.44
549,Transit,1,Family,2,49.41411,116.65255,473.74005,4.939148,8.517479
550,Transit,0,Other,0,19.30037,44.767979,104.03547,0.4802907,2.22
551,Auto,1,Family,3,95.13707,162.50771,775.3300499999999,4.075139,13.16583
552,Transit,1,Family,1,16.0968,53.408636,91.57806000000001,0.4549253,2.22
553,Auto,1,Family,2,58.34547,144.90148200000002,659.5541999999999,3.3629260000000003,9.602995
554,Transit,0,Family,1,57.8518,137.826053,410.91794999999996,2.098361,4.44
555,Transit,0,Other,1,41.267509999999994,121.844611,316.86764999999997,1.539126,2.22
556,Transit,0,Family,1,3.9527059999999996,25.654187,40.859745,0.1841494,1.98
557,Transit,0,Family,0,35.551,76.002066,243.31305,1.1566459999999998,2.22
558,Active,0,Family,1,2.595157,27.40234,23.805030000000002,0.1169349,2.22
559,Transit,0,Other,0,19.9148,40.306127000000004,101.20375499999999,0.5008943,2.22
560,Transit,0,Other,0,34.76632,91.626523,384.76784999999995,2.1359049999999997,4.44
561,Transit,1,Family,0,16.56267,51.0237,101.611635,0.5123422000000001,2.22
562,Transit,1,Other,0,29.064659999999996,107.183925,388.7298,2.159571,4.688516
563,Auto,1,Other,1,35.388490000000004,62.69698,223.5576,1.12901,2.22
564,Active,0,Family,1,3.6181620000000003,29.895442,34.55601,0.1557394,2.22
565,Active,1,Other,1,5.848496,35.80122,44.581845,0.20092449999999998,2.22
566,Transit,1,Family,2,67.71508,124.64318,495.53444999999994,2.5234970000000003,10.57944
567,Auto,1,Family,3,57.48794,115.481768,359.70585,1.873171,4.44
568,Auto,1,Other,2,16.23431,64.393991,209.04584999999997,1.036745,2.22
569,Active,1,Family,0,2.168042,23.855995999999998,19.46616,0.0877314,2.22
570,Active,0,Other,0,1.710853,20.776487,15.946485,0.07186870000000001,2.22
571,Transit,1,Family,2,30.354,93.036443,212.2911,1.043718,4.44
572,Active,0,Other,0,29.707390000000004,68.75461,171.6285,0.8679802,2.22
573,Active,0,Other,0,1.464106,25.325449,14.598600000000001,0.06579395,2.22
574,Transit,1,Other,1,23.67318,62.43955,149.462775,0.7455566,2.22
575,Active,1,Other,1,11.07215,46.064018,65.243415,0.3110369,2.22
576,Transit,0,Other,0,27.957140000000003,83.97255600000001,187.2723,0.9185628,3.400482
577,Transit,1,Family,3,85.93890999999999,116.13206000000001,641.5726500000001,3.3103050000000005,15.826310000000001
578,Active,0,Family,2,84.95065,106.249153,728.7026999999999,3.482685,12.05016
579,Transit,1,Family,1,5.036556,31.668753999999996,51.918330000000005,0.23398899999999997,2.22
580,Active,0,Other,0,2.595157,27.40234,23.805030000000002,0.1169349,2.22
581,Transit,1,Family,3,76.39232,235.41768599999997,536.6613,2.805546,8.431824
582,Transit,0,Family,1,22.28621,86.91421899999999,299.4351,1.434419,2.22
583,Active,0,Other,0,1.464106,25.325449,14.598600000000001,0.06579395,2.22
584,Active,1,Other,0,3.792585,18.826039,22.924049999999998,0.11826389999999999,2.22
585,Transit,0,Family,2,56.137,282.6829400000001,638.0179499999999,7.847957000000001,8.517479
